"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","spend_share","spend_share_refresh","mean_spend","total_spend","mean_exposure","mean_exposure_refresh","effect_share","effect_share_refresh","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","mean_response","mean_spend_adstocked","mean_carryover","roi_mean","roi_total","cpa_mean","cpa_total","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"653","pages_per_session",95.1205203899261,35081.3991250086,0.00446141575316057,337.321145432775,0.00442192820608528,35081.3991250086,0.00446141575316057,337.321145432775,0.00442192820608528,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.70147458032,-0.141774140079656,-0.186890037795628,-0.335218460121146,0.217073242296417,0.256920615999527,0.266384807319522,0.256920615999527,0.24196601170574,0,122187.380422479,0.5372853604,227396.58932533,1e-04,"1_48_1",1,48,1,189,6,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"654","conversion_rate",4456.89239433794,14539.7200580487,0.00184906354168983,139.80500055816,0.00183269766419994,14539.7200580487,0.00184906354168983,139.80500055816,0.00183269766419994,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.70147458032,-0.141774140079656,-0.186890037795628,-0.335218460121146,0.217073242296417,0.256920615999527,0.266384807319522,0.256920615999527,0.24196601170574,0,122187.380422479,0.5372853604,227396.58932533,1e-04,"1_48_1",1,48,1,189,6,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"655","tv_spend",284.635534793124,13351.1223407804,0.0016979056998633,128.376176353658,0.00168287770539647,13351.1223407804,0.0016979056998633,128.376176353658,0.00168287770539647,TRUE,0.454681081787487,0.454681081787487,14622.0533653846,1520693.55,NA,NA,0.493334588045385,0.493334588045385,0.70147458032,-0.141774140079656,-0.186890037795628,-0.335218460121146,0.217073242296417,0.256920615999527,0.266384807319522,0.256920615999527,0.24196601170574,0,122187.380422479,0.5372853604,227396.58932533,1e-04,"1_48_1",1,48,1,189,6,128.376176353658,32045.2564076063,17423.2030422217,0.00877962712525505,0.00877962712525505,113.900053582395,113.900053582395,4,FALSE,0.00981937567430092,0.00186870953860166,0,0.0223205983386406,0.654291260715879
"656","digital_spend",76.7337139947621,2338.09762163191,0.000297343487481938,22.4817079003068,0.000294711729849586,2338.09762163191,0.000297343487481938,22.4817079003068,0.000294711729849586,TRUE,0.279919317879686,0.279919317879686,9001.90346153846,936197.96,NA,NA,0.0863945665043057,0.0863945665043057,0.70147458032,-0.141774140079656,-0.186890037795628,-0.335218460121146,0.217073242296417,0.256920615999527,0.266384807319522,0.256920615999527,0.24196601170574,0,122187.380422479,0.5372853604,227396.58932533,1e-04,"1_48_1",1,48,1,189,6,22.4817079003068,10798.007048199,1796.10358666058,0.00249743934672952,0.00249743934672952,400.410124598034,400.410124598034,4,FALSE,0.00874021521320259,0.00488136858736928,0,0.041363462933017,0.0484203170193901
"657","social_spend",160.942370003767,3207.75472856379,0.000407940613408653,30.8437954669595,0.000404329971615297,3207.75472856379,0.000407940613408653,30.8437954669595,0.000404329971615297,TRUE,0.123629892191629,0.123629892191629,3975.80403846154,413483.62,NA,NA,0.118529088205041,0.118529088205041,0.70147458032,-0.141774140079656,-0.186890037795628,-0.335218460121146,0.217073242296417,0.256920615999527,0.266384807319522,0.256920615999527,0.24196601170574,0,122187.380422479,0.5372853604,227396.58932533,1e-04,"1_48_1",1,48,1,189,6,30.8437954669595,4836.01247693081,860.208438469275,0.00775787618518912,0.00775787618518912,128.901258041362,128.901258041362,4,FALSE,0.0166687865531553,0.00593935873549652,0,0.0563281101920656,0.0488569959829257
"658","search_spend",204.914153288879,3087.39178723381,0.000392633666253188,29.6864594926328,0.000389158504726595,3087.39178723381,0.000392633666253188,29.6864594926328,0.000389158504726595,TRUE,0.0923196134107861,0.0923196134107861,2968.89923076923,308765.52,NA,NA,0.114081581803607,0.114081581803607,0.70147458032,-0.141774140079656,-0.186890037795628,-0.335218460121146,0.217073242296417,0.256920615999527,0.266384807319522,0.256920615999527,0.24196601170574,0,122187.380422479,0.5372853604,227396.58932533,1e-04,"1_48_1",1,48,1,189,6,29.6864594926328,3593.88121642066,624.981985651428,0.00999914688412687,0.00999914688412687,100.0085318866,100.0085318866,4,FALSE,0.0152103107919573,0.00347792501090178,0,0.0384354324755051,0.0680842277028879
"659","radio_spend",155.572913079617,5078.65051737145,0.00064586852258255,48.8331780516486,0.00064015200453066,5078.65051737145,0.00064586852258255,48.8331780516486,0.00064015200453066,TRUE,0.0494500947304111,0.0494500947304111,1590.26173076923,165387.22,NA,NA,0.187660175441661,0.187660175441661,0.70147458032,-0.141774140079656,-0.186890037795628,-0.335218460121146,0.217073242296417,0.256920615999527,0.266384807319522,0.256920615999527,0.24196601170574,0,122187.380422479,0.5372853604,227396.58932533,1e-04,"1_48_1",1,48,1,189,6,48.8331780516486,2944.77378814445,1354.51205737522,0.030707635797805,0.030707635797805,32.5651901886722,32.5651901886722,4,FALSE,0.114996361363408,0.0533607816535716,0,0.471408775137549,0.495184947478704
"660","nps_score",811.317915283824,49230.2021671709,0.00626076510509876,473.36732853049,0.00620535169588223,49230.2021671709,0.00626076510509876,473.36732853049,0.00620535169588223,TRUE,NA,NA,NA,NA,41.3673076923077,41.3673076923077,NA,NA,0.70147458032,-0.141774140079656,-0.186890037795628,-0.335218460121146,0.217073242296417,0.256920615999527,0.266384807319522,0.256920615999527,0.24196601170574,0,122187.380422479,0.5372853604,227396.58932533,1e-04,"1_48_1",1,48,1,189,6,473.36732853049,58.0775875924835,16.7102799001758,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,0.454000303025505
"661","(Intercept)",2952.46080846054,307055.924079896,0.0391548825436384,2952.46080846054,0.0381756265807921,307055.924079896,0.0391548825436384,2952.46080846054,0.0381756265807921,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.65875209905,0.0265676986970207,-0.330060271531146,-0.200715454866125,0.198927837273651,0.239721812045453,0.24440572212502,0.239721812045453,0.277541203859858,0,37023.9683366945,0.162733,227396.58932533,1e-04,"1_48_3",1,48,3,191,6,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"662","trend",1,7348068.39648115,0.937004410023946,70654.5038123188,0.913570112788944,7348068.39648115,0.937004410023946,70654.5038123188,0.913570112788944,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.65875209905,0.0265676986970207,-0.330060271531146,-0.200715454866125,0.198927837273651,0.239721812045453,0.24440572212502,0.239721812045453,0.277541203859858,0,37023.9683366945,0.162733,227396.58932533,1e-04,"1_48_3",1,48,3,191,6,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"663","season",0.0940890441339524,105.602374890276,1.34661091380935e-05,1.01540745086804,1.31293243793825e-05,105.602374890276,1.34661091380935e-05,1.01540745086804,1.31293243793825e-05,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.65875209905,0.0265676986970207,-0.330060271531146,-0.200715454866125,0.198927837273651,0.239721812045453,0.24440572212502,0.239721812045453,0.277541203859858,0,37023.9683366945,0.162733,227396.58932533,1e-04,"1_48_3",1,48,3,191,6,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"664","weekday",0,0,0,0,0,0,0,0,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.65875209905,0.0265676986970207,-0.330060271531146,-0.200715454866125,0.198927837273651,0.239721812045453,0.24440572212502,0.239721812045453,0.277541203859858,0,37023.9683366945,0.162733,227396.58932533,1e-04,"1_48_3",1,48,3,191,6,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"665","holiday",0.0548964986987804,-106.872196786569,-1.36280331503062e-05,-4.45300819944039,-5.75778610492989e-05,-106.872196786569,-1.36280331503062e-05,-4.45300819944039,-5.75778610492989e-05,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.65875209905,0.0265676986970207,-0.330060271531146,-0.200715454866125,0.198927837273651,0.239721812045453,0.24440572212502,0.239721812045453,0.277541203859858,0,37023.9683366945,0.162733,227396.58932533,1e-04,"1_48_3",1,48,3,191,6,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"666","bounce_rate",-4271.53839210518,-201516.23095515,-0.025696766402828,0,0,-201516.23095515,-0.025696766402828,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.65875209905,0.0265676986970207,-0.330060271531146,-0.200715454866125,0.198927837273651,0.239721812045453,0.24440572212502,0.239721812045453,0.277541203859858,0,37023.9683366945,0.162733,227396.58932533,1e-04,"1_48_3",1,48,3,191,6,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"667","session_duration",4.94760265002782,93895.504140175,0.0119732828702163,902.841385963221,0.011673833404816,93895.504140175,0.0119732828702163,902.841385963221,0.011673833404816,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.65875209905,0.0265676986970207,-0.330060271531146,-0.200715454866125,0.198927837273651,0.239721812045453,0.24440572212502,0.239721812045453,0.277541203859858,0,37023.9683366945,0.162733,227396.58932533,1e-04,"1_48_3",1,48,3,191,6,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"668","pages_per_session",314.392806922467,115951.211121075,0.0147857627754382,1114.9154915488,0.0144159737370739,115951.211121075,0.0147857627754382,1114.9154915488,0.0144159737370739,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.65875209905,0.0265676986970207,-0.330060271531146,-0.200715454866125,0.198927837273651,0.239721812045453,0.24440572212502,0.239721812045453,0.277541203859858,0,37023.9683366945,0.162733,227396.58932533,1e-04,"1_48_3",1,48,3,191,6,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"669","conversion_rate",13151.0113833078,42902.5444357652,0.00547080826803561,412.524465728511,0.00533398442206719,42902.5444357652,0.00547080826803561,412.524465728511,0.00533398442206719,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.65875209905,0.0265676986970207,-0.330060271531146,-0.200715454866125,0.198927837273651,0.239721812045453,0.24440572212502,0.239721812045453,0.277541203859858,0,37023.9683366945,0.162733,227396.58932533,1e-04,"1_48_3",1,48,3,191,6,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"670","tv_spend",492.704246445567,23854.0415946324,0.00304179832917299,229.365784563773,0.00296572354722725,23854.0415946324,0.00304179832917299,229.365784563773,0.00296572354722725,TRUE,0.454681081787487,0.454681081787487,14622.0533653846,1520693.55,NA,NA,0.373801268523978,0.373801268523978,0.65875209905,0.0265676986970207,-0.330060271531146,-0.200715454866125,0.198927837273651,0.239721812045453,0.24440572212502,0.239721812045453,0.277541203859858,0,37023.9683366945,0.162733,227396.58932533,1e-04,"1_48_3",1,48,3,191,6,229.365784563773,44763.8783512807,30141.8249858961,0.0156862910312419,0.0156862910312419,63.7499328559141,63.7499328559141,3,FALSE,0.017828828344114,0.00346657250642256,0,0.048866789755562,0.726098816091162
"671","digital_spend",139.244679351371,5234.61558664179,0.000667503025939753,50.3328421792479,0.000650808905669032,5234.61558664179,0.000667503025939753,50.3328421792479,0.000650808905669032,TRUE,0.279919317879686,0.279919317879686,9001.90346153846,936197.96,NA,NA,0.0820282776300004,0.0820282776300004,0.65875209905,0.0265676986970207,-0.330060271531146,-0.200715454866125,0.198927837273651,0.239721812045453,0.24440572212502,0.239721812045453,0.277541203859858,0,37023.9683366945,0.162733,227396.58932533,1e-04,"1_48_3",1,48,3,191,6,50.3328421792479,12509.9453428355,3508.04188129705,0.00559135547212876,0.00559135547212876,178.847509335563,178.847509335563,3,FALSE,0.0054948277518217,0.00225903774457911,0,0.0257599450028816,0.117849072487995
"672","social_spend",450.32981539626,10276.5097972126,0.00131043077991132,98.8125942039677,0.00127765716212061,10276.5097972126,0.00131043077991132,98.8125942039677,0.00127765716212061,TRUE,0.123629892191629,0.123629892191629,3975.80403846154,413483.62,NA,NA,0.161036543134961,0.161036543134961,0.65875209905,0.0265676986970207,-0.330060271531146,-0.200715454866125,0.198927837273651,0.239721812045453,0.24440572212502,0.239721812045453,0.277541203859858,0,37023.9683366945,0.162733,227396.58932533,1e-04,"1_48_3",1,48,3,191,6,98.8125942039677,5654.85349316253,1679.04945470099,0.0248534870552131,0.0248534870552131,40.2358026372097,40.2358026372097,3,FALSE,0.0176562101900024,0.00186502504814959,0.000881240958761097,0.0342696258900936,0.140682192083137
"673","search_spend",591.520128908123,12317.0658546829,0.00157063658116194,118.433325525797,0.00153135526711756,12317.0658546829,0.00157063658116194,118.433325525797,0.00153135526711756,TRUE,0.0923196134107861,0.0923196134107861,2968.89923076923,308765.52,NA,NA,0.193012778262693,0.193012778262693,0.65875209905,0.0265676986970207,-0.330060271531146,-0.200715454866125,0.198927837273651,0.239721812045453,0.24440572212502,0.239721812045453,0.277541203859858,0,37023.9683366945,0.162733,227396.58932533,1e-04,"1_48_3",1,48,3,191,6,118.433325525797,3646.63169257404,677.732461804812,0.0398913254779319,0.0398913254779319,25.068106612632,25.068106612632,3,FALSE,0.0267321955906786,0.00236415858042375,0.00546745751064922,0.0477915200213474,0.126334997688218
"674","radio_spend",495.826647039036,12132.5361450748,0.00154710588678708,116.65900139495,0.00150841307081189,12132.5361450748,0.00154710588678708,116.65900139495,0.00150841307081189,TRUE,0.0494500947304111,0.0494500947304111,1590.26173076923,165387.22,NA,NA,0.190121132448368,0.190121132448368,0.65875209905,0.0265676986970207,-0.330060271531146,-0.200715454866125,0.198927837273651,0.239721812045453,0.24440572212502,0.239721812045453,0.277541203859858,0,37023.9683366945,0.162733,227396.58932533,1e-04,"1_48_3",1,48,3,191,6,116.65900139495,3060.34790945745,1470.08617868822,0.0733583655682395,0.0733583655682395,13.6317104702909,13.6317104702909,3,FALSE,0.0546721266254218,0.0119690730305516,0,0.161872218477169,0.30912306242075
"675","nps_score",2031.35821622136,71914.3305137643,0.00917030724259259,691.483947247734,0.00894095965003034,71914.3305137643,0.00917030724259259,691.483947247734,0.00894095965003034,TRUE,NA,NA,NA,NA,41.3673076923077,41.3673076923077,NA,NA,0.65875209905,0.0265676986970207,-0.330060271531146,-0.200715454866125,0.198927837273651,0.239721812045453,0.24440572212502,0.239721812045453,0.277541203859858,0,37023.9683366945,0.162733,227396.58932533,1e-04,"1_48_3",1,48,3,191,6,691.483947247734,46.0492880640384,4.6819803717307,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0.07774516127966
"676","(Intercept)",74828.7557087563,7782190.59371065,0.98914474402434,74828.7557087563,0.981404663011437,7782190.59371065,0.98914474402434,74828.7557087563,0.981404663011437,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.71199841223,-0.138852767046122,-0.160340653285137,-0.339518695088522,0.216175522112261,0.26000650675615,0.267254179021006,0.26000650675615,0.252756938523752,0,117592.327474735,0.5170761193,227396.58932533,1e-04,"1_49_4",1,49,4,196,8,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"677","trend",0,0,0,0,0,0,0,0,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.71199841223,-0.138852767046122,-0.160340653285137,-0.339518695088522,0.216175522112261,0.26000650675615,0.267254179021006,0.26000650675615,0.252756938523752,0,117592.327474735,0.5170761193,227396.58932533,1e-04,"1_49_4",1,49,4,196,8,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"678","season",0.0325068760659964,36.4846230975193,4.6373283640452e-06,0.350813683629993,4.6010411599348e-06,36.4846230975193,4.6373283640452e-06,0.350813683629993,4.6010411599348e-06,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.71199841223,-0.138852767046122,-0.160340653285137,-0.339518695088522,0.216175522112261,0.26000650675615,0.267254179021006,0.26000650675615,0.252756938523752,0,117592.327474735,0.5170761193,227396.58932533,1e-04,"1_49_4",1,49,4,196,8,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"679","weekday",0,0,0,0,0,0,0,0,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.71199841223,-0.138852767046122,-0.160340653285137,-0.339518695088522,0.216175522112261,0.26000650675615,0.267254179021006,0.26000650675615,0.252756938523752,0,117592.327474735,0.5170761193,227396.58932533,1e-04,"1_49_4",1,49,4,196,8,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"680","holiday",0.0199163892052129,-38.7731151689043,-4.92820403419151e-06,-1.61554646537101,-2.1188443124696e-05,-38.7731151689043,-4.92820403419151e-06,-1.61554646537101,-2.1188443124696e-05,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.71199841223,-0.138852767046122,-0.160340653285137,-0.339518695088522,0.216175522112261,0.26000650675615,0.267254179021006,0.26000650675615,0.252756938523752,0,117592.327474735,0.5170761193,227396.58932533,1e-04,"1_49_4",1,49,4,196,8,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"681","bounce_rate",-1318.00586047078,-62178.9034764998,-0.00790316490226829,0,0,-62178.9034764998,-0.00790316490226829,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.71199841223,-0.138852767046122,-0.160340653285137,-0.339518695088522,0.216175522112261,0.26000650675615,0.267254179021006,0.26000650675615,0.252756938523752,0,117592.327474735,0.5170761193,227396.58932533,1e-04,"1_49_4",1,49,4,196,8,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"682","session_duration",1.8604043088077,35306.7157644664,0.00448761205558334,339.487651581407,0.00445249638512709,35306.7157644664,0.00448761205558334,339.487651581407,0.00445249638512709,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.71199841223,-0.138852767046122,-0.160340653285137,-0.339518695088522,0.216175522112261,0.26000650675615,0.267254179021006,0.26000650675615,0.252756938523752,0,117592.327474735,0.5170761193,227396.58932533,1e-04,"1_49_4",1,49,4,196,8,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"683","pages_per_session",95.3912967358857,35181.264149162,0.00447166669875695,338.281386049635,0.00443667580109493,35181.264149162,0.00447166669875695,338.281386049635,0.00443667580109493,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.71199841223,-0.138852767046122,-0.160340653285137,-0.339518695088522,0.216175522112261,0.26000650675615,0.267254179021006,0.26000650675615,0.252756938523752,0,117592.327474735,0.5170761193,227396.58932533,1e-04,"1_49_4",1,49,4,196,8,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"684","conversion_rate",4674.32145047936,15249.0388678988,0.00193820833169969,146.625373729796,0.00192304180567014,15249.0388678988,0.00193820833169969,146.625373729796,0.00192304180567014,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.71199841223,-0.138852767046122,-0.160340653285137,-0.339518695088522,0.216175522112261,0.26000650675615,0.267254179021006,0.26000650675615,0.252756938523752,0,117592.327474735,0.5170761193,227396.58932533,1e-04,"1_49_4",1,49,4,196,8,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"685","tv_spend",288.299157273658,12605.9065082948,0.0016022565903769,121.210639502834,0.00158971889466765,12605.9065082948,0.0016022565903769,121.210639502834,0.00158971889466765,TRUE,0.454681081787487,0.454681081787487,14622.0533653846,1520693.55,NA,NA,0.455295701218944,0.455295701218944,0.71199841223,-0.138852767046122,-0.160340653285137,-0.339518695088522,0.216175522112261,0.26000650675615,0.267254179021006,0.26000650675615,0.252756938523752,0,117592.327474735,0.5170761193,227396.58932533,1e-04,"1_49_4",1,49,4,196,8,121.210639502834,40278.579895061,25656.5265296764,0.00828957715267141,0.00828957715267141,120.633414899545,120.633414899545,3,FALSE,0.017828828344114,0.00346657250642256,0,0.048866789755562,0.630950899463883
"686","digital_spend",39.2056442090342,1744.81770481671,0.000221772679712427,16.7770933155453,0.000220037303249283,1744.81770481671,0.000221772679712427,16.7770933155453,0.000220037303249283,TRUE,0.279919317879686,0.279919317879686,9001.90346153846,936197.96,NA,NA,0.0630187126876615,0.0630187126876615,0.71199841223,-0.138852767046122,-0.160340653285137,-0.339518695088522,0.216175522112261,0.26000650675615,0.267254179021006,0.26000650675615,0.252756938523752,0,117592.327474735,0.5170761193,227396.58932533,1e-04,"1_49_4",1,49,4,196,8,16.7770933155453,12229.9594507731,3228.05598923468,0.00186372730914379,0.00186372730914379,536.559181750364,536.559181750364,3,FALSE,0.0054948277518217,0.00225903774457911,0,0.0257599450028816,0.388146864645945
"687","social_spend",173.557792603556,4623.71910022183,0.000587691523454279,44.458837502133,0.000583092823385747,4623.71910022183,0.000587691523454279,44.458837502133,0.000583092823385747,TRUE,0.123629892191629,0.123629892191629,3975.80403846154,413483.62,NA,NA,0.16699786156511,0.16699786156511,0.71199841223,-0.138852767046122,-0.160340653285137,-0.339518695088522,0.216175522112261,0.26000650675615,0.267254179021006,0.26000650675615,0.252756938523752,0,117592.327474735,0.5170761193,227396.58932533,1e-04,"1_49_4",1,49,4,196,8,44.458837502133,5621.29613218758,1645.49209372604,0.0111823513110914,0.0111823513110914,89.4266306056876,89.4266306056876,3,FALSE,0.0176562101900024,0.00186502504814959,0.000881240958761097,0.0342696258900936,0.147523517088176
"688","search_spend",193.644546992627,4892.08795864646,0.000621802181960261,47.0393072946775,0.000616936565182285,4892.08795864646,0.000621802181960261,47.0393072946775,0.000616936565182285,TRUE,0.0923196134107861,0.0923196134107861,2968.89923076923,308765.52,NA,NA,0.176690713681803,0.176690713681803,0.71199841223,-0.138852767046122,-0.160340653285137,-0.339518695088522,0.216175522112261,0.26000650675615,0.267254179021006,0.26000650675615,0.252756938523752,0,117592.327474735,0.5170761193,227396.58932533,1e-04,"1_49_4",1,49,4,196,8,47.0393072946775,3935.92232018876,967.02308941953,0.015844022864491,0.015844022864491,63.1152838236026,63.1152838236026,3,FALSE,0.0267321955906786,0.00236415858042375,0.00546745751064922,0.0477915200213474,0.16268082582907
"689","radio_spend",141.331121199422,3820.76398370902,0.00048563300617407,36.7381152279714,0.000481832916416696,3820.76398370902,0.00048563300617407,36.7381152279714,0.000481832916416696,TRUE,0.0494500947304111,0.0494500947304111,1590.26173076923,165387.22,NA,NA,0.137997010846481,0.137997010846481,0.71199841223,-0.138852767046122,-0.160340653285137,-0.339518695088522,0.216175522112261,0.26000650675615,0.267254179021006,0.26000650675615,0.252756938523752,0,117592.327474735,0.5170761193,227396.58932533,1e-04,"1_49_4",1,49,4,196,8,36.7381152279714,3383.61029524315,1793.34856447392,0.0231019300264496,0.0231019300264496,43.2864266689014,43.2864266689014,3,FALSE,0.0546721266254218,0.0119690730305516,0,0.161872218477169,0.36188295809277
"690","nps_score",579.559436741909,34161.6394250143,0.00434206868588086,328.477302163599,0.00430809189573428,34161.6394250143,0.00434206868588086,328.477302163599,0.00430809189573428,TRUE,NA,NA,NA,NA,41.3673076923077,41.3673076923077,NA,NA,0.71199841223,-0.138852767046122,-0.160340653285137,-0.339518695088522,0.216175522112261,0.26000650675615,0.267254179021006,0.26000650675615,0.252756938523752,0,117592.327474735,0.5170761193,227396.58932533,1e-04,"1_49_4",1,49,4,196,8,328.477302163599,52.5869233186803,11.2196156263726,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0.207277302584851
"691","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.63899935019,0.796857478748309,0.345828306360298,0.233942524976667,0.089507015037016,0.171338631535053,0.193049861502136,0.171338631535053,0.46919725626599,0,9993.19962777887,0.04385051308,227396.58932533,1e-04,"1_50_2",1,50,2,198,2,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"692","trend",0.754390268753498,5543311.2924405,0.705679229671824,53301.0701196202,0.646280279380479,5543311.2924405,0.705679229671824,53301.0701196202,0.646280279380479,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.63899935019,0.796857478748309,0.345828306360298,0.233942524976667,0.089507015037016,0.171338631535053,0.193049861502136,0.171338631535053,0.46919725626599,0,9993.19962777887,0.04385051308,227396.58932533,1e-04,"1_50_2",1,50,2,198,2,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"693","season",0.673544739674797,755.963935644286,9.62363503728608e-05,7.26888399657967,8.81358736241312e-05,755.963935644286,9.62363503728608e-05,7.26888399657967,8.81358736241312e-05,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.63899935019,0.796857478748309,0.345828306360298,0.233942524976667,0.089507015037016,0.171338631535053,0.193049861502136,0.171338631535053,0.46919725626599,0,9993.19962777887,0.04385051308,227396.58932533,1e-04,"1_50_2",1,50,2,198,2,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"694","weekday",0.957124233230139,477445.462786422,0.0607801598385604,4590.82175756175,0.0556641275945199,477445.462786422,0.0607801598385604,4590.82175756175,0.0556641275945199,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.63899935019,0.796857478748309,0.345828306360298,0.233942524976667,0.089507015037016,0.171338631535053,0.193049861502136,0.171338631535053,0.46919725626599,0,9993.19962777887,0.04385051308,227396.58932533,1e-04,"1_50_2",1,50,2,198,2,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"695","holiday",0.529727825483908,-1031.27116938872,-0.000131283741071773,-42.9696320578634,-0.000521010661679193,-1031.27116938872,-0.000131283741071773,-42.9696320578634,-0.000521010661679193,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.63899935019,0.796857478748309,0.345828306360298,0.233942524976667,0.089507015037016,0.171338631535053,0.193049861502136,0.171338631535053,0.46919725626599,0,9993.19962777887,0.04385051308,227396.58932533,1e-04,"1_50_2",1,50,2,198,2,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"696","bounce_rate",-15376.4829149831,-725408.6462387,-0.0923465754797318,0,0,-725408.6462387,-0.0923465754797318,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.63899935019,0.796857478748309,0.345828306360298,0.233942524976667,0.089507015037016,0.171338631535053,0.193049861502136,0.171338631535053,0.46919725626599,0,9993.19962777887,0.04385051308,227396.58932533,1e-04,"1_50_2",1,50,2,198,2,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"697","session_duration",35.2361134470271,668710.256275411,0.0851287098319033,6429.90631034049,0.0779631935589883,668710.256275411,0.0851287098319033,6429.90631034049,0.0779631935589883,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.63899935019,0.796857478748309,0.345828306360298,0.233942524976667,0.089507015037016,0.171338631535053,0.193049861502136,0.171338631535053,0.46919725626599,0,9993.19962777887,0.04385051308,227396.58932533,1e-04,"1_50_2",1,50,2,198,2,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
